"Top values of all_text.keyword","Count of records"
"
Saved by @InstantMediaBot



GENIAL: Pablo Marçal junta multidão em frente à Globo e faz Boulos passar vergonha no debate!",1
"
Saved by @InstantMediaBot



O SISTEMA TE DA A OPÇÃO DE ESCOLHER UM PRA PERDER,MAIS POR TRÁS ELE JA ESTÁ COMPRADO, BOULOS OU NUNES?
#direitaconservadora #direita #desgoverno #bolsonaro #esquerda #constantino",1
"
Saved by @InstantMediaBot



PABLO MARÇAL poderá ser PRESO após postar DOCUMENTO contra BOULOS
Pablo Marçal poderá ser preso, após postar suposta prova contra Guilherme Boulos.",1
"
Saved by @InstantMediaBot



Vídeo que Boulos não quer que você veja 📲
Manda para seu amigo de SP 🇧🇷",1
"
Saved by @InstantMediaBot



https://youtu.be/VwPuWEzOXIc?si=nQmKxpaB_mZEaq3w
NIKOLAS FERREIRA ABALA O SISTEMA COM FATOS QUE NINGUÉM PERCEBEU NA VITÓRIA DE BOULOS SOBRE MARÇAL",1
"
Saved by @InstantMediaBot



🚨URGENTE 🚨 PABLO MARÇAL x GUILHERME BOULOS E RICARDO NUNES DEBATE DA GLOBO
#pablomarçal #politica #pablomarçal2024",1
"
Saved by @InstantMediaBot

A candidata Marina Helena enterra de vez o candidato Guilherme Boulos em debate.
A candidata Marina Helena expõe todos fatos que Guilherme Boulos cometeu com o MST. Veja na íntegra.",1
"
Saved by @InstantMediaBot

A invasão de propriedade se deu logo após o reconhecimento da vitória de Ricardo Nunes. Se Boulos vencesse, teríamos esse cenário caótico permanente em SP.",1
"
Saved by @InstantMediaBot

A mensagem de carinho e amor do Boulos para o Moraes. Vamos relembrar!",1
"
Saved by @InstantMediaBot

Adeus, Boulos. 

Vai terminar em 4°lugar. 😂😂",1
"
Saved by @InstantMediaBot

Alex Moretti - A própria esquerda confirmando que Pablo Marçal fez acordo com Boulos para eleger o comunista
A própria esquerda confirmando que Pablo Marçal fez acordo com Boulos para eleger o comunista https://t.co/605LqylHay",1
"
Saved by @InstantMediaBot

Após derrota de BOULOS a GLOBO entra em clima de velório.
Bom mesmo será 2026 e 2026 é logo ali!",1
"
Saved by @InstantMediaBot

BOULOS CHAMA ALRXANDRE DE MORAES DE FACISTA",1
"
Saved by @InstantMediaBot

BOULOS NÃO É PROFESSOR #cortesmbl #professor #direita #cortesdokim #shorts #shortsfeeds",1
"
Saved by @InstantMediaBot

BOULOS NÃO!

Quem titubear ou se ausentar, num momento tão decisivo como esse em São Paulo, está colaborando para colocar um extremista de esquerda no comando da maior cidade da América Latina.",1
"
Saved by @InstantMediaBot

Boulos Nunca.
PSOL Jamais 
SP é 15.",1
"
Saved by @InstantMediaBot

Boulos quer esconder, mas a culpa é do Lula!
Compartilhe ao máximo.",1
"
Saved by @InstantMediaBot

Boulos, ditaduras e MST: é essa perversão de valores que quer invadir a prefeitura de São Paulo.

Contra a esquerda, vote Daniel José 20300 e faz o Ⓜ️ 28 para prefeito!",1
"
Saved by @InstantMediaBot

Cliente ficou arrependido e quer cobrir tatuagem do Pablo Marçal com uma foto do @prefeitoricardonunes 
Confira a msg no WhatsApp 
#pablomarçal #prefeito #ricardonunes #boulos #datena #eleições2024",1
"
Saved by @InstantMediaBot

DANOU-SE!
BOULOS + MARÇAL = BOÇAL #pablomarçal
#boulos
(Créditos @andre_guedes_cartoon )",1
"
Saved by @InstantMediaBot

Esse pessoal é do capeta! O líder deles é o Boulos",1
"
Saved by @InstantMediaBot

Ex-ministro do governo Dilma, em um ato de lucidez, relembra os “feitos” de Boulos. Vamos compartilhar para lembrar ao povo..",1
"
Saved by @InstantMediaBot

GENIAL: Pablo Marçal faz Boulos confessar que usou dr0g4 e até o jornalista do UOL cai na risada!",1
"
Saved by @InstantMediaBot

HAHAHAA: Boulos é humilhado até pelo Nunes e a plateia do debate cai na risada!
Adquira já o seu kit Natusharqui com desconto clicando aqui: https://bit.ly/OiLuiz-NatusharQi",1
"
Saved by @InstantMediaBot

HAHAHAHA: Boulos aparece com rejeição recorde e blogueiros da Globo entram em desespero!",1
"
Saved by @InstantMediaBot

Kassab culpa Bolsonaro pelo apagão em São Paulo para favorecer a eleição de Boulos. Entenda.
Link do vídeo completo
https://www.youtube.com/watch?v=tU_ESaef9PU&t=628s.",1
"
Saved by @InstantMediaBot

Líder de movimento cobra “aluguel” de invasões. Essa denúncia, de 2017, mostra uma assessora do PT ameaçando despejar sem-tetos que não pagassem a taxa.

O que será que Boulos pensa disso?",1
"
Saved by @InstantMediaBot

Marçal pede retratação de Bolsonaro e Tarcísio, rejeita apoiar Nunes e diz que Boulos deve ganhar
Influenciador diz que deputado do PSOL e Lula 'têm a língua do povo' e reafirma que disputará governo ou Presidência em 2026",1
"
Saved by @InstantMediaBot

Não adianta o Boulos tentar esconder! Compartilhem ao máximo

👉 Siga: @rubinhonunes.sp 
#psol #mtst #invasão #casa #direita",1
"
Saved by @InstantMediaBot

O Tarcisio está atirando no próprio pé e está elegendo o Boulos #shorts",1
"
Saved by @InstantMediaBot

Ontem à noite, Boulos foi visto na churrascaria mais cara de São Paulo, comemorando o aniversário do marido da Marta.

#aniversario 
#aniversário 
#boulos 
#saopaulo 
#churrascaria 
#marido 
#boanoite 
#comemorando",1
"
Saved by @InstantMediaBot

URGENTE ! NIKOLAS FERREIRA FALA SOBRE O SEGUNDO TURNO PARA SÃO PAULO #política #cortespablomarcal
#política #pablomarcalaovivo #cortespablomarcal #nikolasferreira #boulos #nunesprefeito #direitadobrasil",1
"
Saved by @InstantMediaBot

VELÓRIO: Boulos faz comício vazio e Natuza sofre ao admitir que ele não vai pro 2° turno!",1
"
Saved by @InstantMediaBot

Video by douglasgarciasp
BOULOS TEM MAIORIA DE VOTOS NOS PRESÍDIOS",1
"
Saved by @InstantMediaBot

Video by marinahelenabr
É isso que vai acontecer se Boulos ganhar a prefeitura. 

#marinahelena #educação #direita",1
"
Saved by @InstantMediaBot

Video by paulomansuroficial
Lules entrou na campanha do Boulos , indicou a Marta Suplicy e não vai levar! O povo de SP não quer invasor de terra",1
"
Saved by @InstantMediaBot

https://youtu.be/4H-ERzV3JCw?si=zgzEyQBIyqBD7_Iz
EM TACADA DE MESTRE NIKOLAS ENCURRALA LULA MORAES PACHECO E BOULOS LEVA XEQUE MATE",1
"
Saved by @InstantMediaBot

https://youtu.be/BvoG7HkDwME?si=CILYVgxvmScMCXAB
URGENTE AGORA ! RICARDO NUNES RECEBE APOIO INESPERADO ! BOULOS EM DESESPERO GERAL!",1
"
Saved by @InstantMediaBot

https://youtu.be/diqPbkR2aJQ?si=2cDrxYD_Z9o6eOTT
Bomba! Alexandre de Moraes SUBSTITUÍDO NO STF! FOI CONDENADO, DEBATE GLOBO MARÇAL, NUNES, BOULOS",1
"
Saved by @InstantMediaBot

https://youtube.com/watch?v=-MxEaDZ3DmQ
AFUNDOU DE VEZ E O DESESPERO GLOBAL COM BOULOS FORA DO SEGUNDO TURNO! MARÇAL E NIKOLAS TINHAM RAZÃO",1
"
Saved by @InstantMediaBot

https://youtube.com/watch?v=Ee_JGqpYIwA
😨😨 PABLO MARÇAL É SURPREENDIDO APÓS LIVE COM BOULOS",1
"
Saved by @InstantMediaBot

“ARTISTAS” FAZEM VÍDEO EM APOIO A BOULOS #bolsonaro #bolsonaristas #samanthacavalca #saopaulo #boulos",1
"
Saved by @InstantMediaBot

😱🚨 FIM DE CARREIRA - OLHA O QUE DATENA ACABOU DE FAZER
😱🚨 FIM DE CARREIRA - OLHA O QUE DATENA ACABOU DE FAZER

#datena #boulos 

datena, boulos, ricardo nunes, segundo turno, apresentador",1
"
Se Boulos ganhar,  será o prefeito sem povo, igual ao painho de 9 dedos !

👀👀😱👊🏻👊🏻",1
"
Secretária diz que médico nunca trabalhou em clínica citada por Marçal contra Boulos: 'Aquela assinatura não é dele'; compare",1
"
Sem Marçal, Nunes e Boulos vão disputar 2° turno em São Paulo
https://pleno.news/brasil/eleicoes-2024/sem-marcal-nunes-e-boulos-vao-disputar-2-turno-em-sao-paulo.html
⭐️ @canalforadamatrix 📶",1
"
Será que isto esta certo? Será que toda esta gente votou no Boulos?",1
"
Silas Malafaia posta vídeo com meme do ""relacionamento"" de Pablo Marçal e Boulos.

@antifragilnews",1
"
São Paulo: Nunes em 1º e Marçal em 3º , Boulos passa de Marçal na última atualização!

@antifragilnews",1
"
São Paulo: Nunes em 1º,  Boulos em 2° e Marçal em 3º na última atualização!

@antifragilnews",1
"
São paulo: 
Verde: Nunes 
Laranja: Boulos 
Azul: Marçal",1
"
Só no McDonald’s, Trump já trabalhou mais que o Boulos 😂",1
"
TENTE NÃO RIR! 😂😂😂

Falou em carteira de trabalho, o Boulos fica nervoso


Inscreva-se compartilhe🔽
@qrmKuCwkBmNDU5
@forcaehonra1",1
"
Tarcisio diz que policia interceptou mensagem de facçao orientando voto em Boulos.

PS - Quem poderia imaginar que uma das maiores organizações criminosas do mundo seria a favor do candidato mais esquerdista.!? 

➡️",1
"
Tarcísio de Freitas diz que PCC orientou voto em Boulos

https://pleno.news/brasil/politica-nacional/tarcisio-de-freitas-diz-que-pcc-orientou-voto-em-boulos.html

@ZUMBINOTICIAS",1
"
Temer Kassab Valdemar Lula Boulos Sarney Campos etc etc eles Usam partidos como CAPITANIAS HEREDITÁRIAS 
CANDIDATOS AVULSOS SEM PARTIDO JÁ",1
"
Terça Livre
@revista.timeline

Como o Boulos teve tanto voto em São Paulo?


Inscreva-se compartilhe🔽
@qrmKuCwkBmNDU5
@forcaehonra1",1
"
Torno a repetir que Boulos é é representa tudo aquilo que combatemos!",1
"
Tudo indica segundo turno entre Ricardo Nunes e Guilherme Boulos em São Paulo.

@antifragilnews",1
"
Turma salva Amazônia voltou .
Agora estão pedindo voto pra Boulos.",1
"
Usuário ou não, Boulos e Lula apoiam a legalização das drogas durante carreata no último dia de campanha!

@antifragilnews",1
"
VARZIL 👉🤡👈

Boulos votou com 3 pessoas ao lado, ferindo o princípio do voto secreto! Imagina se fosse Marçal! Crime eleitoral só serve contra quem é de direita, já esta nítido... $$💰🇧🇷🇧🇷",1
"
Vai da ruim pro BOULOS ?!",1
"
Votar no FARÇAL é eleger o Boulos",1
"
Vou mudar meu título pra capital só pra votar no Boulos. Pau no cu de São Paulo👍🖕",1
"
Vão meter um ""perdeu por 5mil votos"" e vão enfiar o Nunes e o Boulos no segundo turno",1
"
a casa caiu para o Boulos",1
"
a hora que boulos virou",1
"
https://agoranoticiasbrasil.com.br/2024/10/boulos-e-alvo-de-mais-uma-acao-no-ministerio-publico/ Boulos é alvo de mais uma ação no Ministério Público",1
"
https://revistaoeste.com/politica/carreata-de-lula-e-boulos-tem-defesa-ao-comunismo-ao-aborto-e-a-legalizacao-das-drogas/",1
Other,"1,505"
